WELL_ID,WELL_NAME,OPERATOR,PROD_MONTH,DAYS_IN_MONTH,OIL,GAS,WATER
90000000000045,White Queen,Gold Pawn,4/1/2024,30,2895,6433,5356
90000000000045,White Queen,Gold Pawn,5/1/2024,31,2997,6943,5497
90000000000045,White Queen,Gold Pawn,6/1/2024,30,2514,8053,4569
90000000000045,White Queen,Gold Pawn,7/1/2024,31,2051,6581,3695
90000000000045,White Queen,Gold Pawn,8/1/2024,31,2165,5360,3864
90000000000045,White Queen,Gold Pawn,9/1/2024,30,1771,4058,3133
90000000000045,White Queen,Gold Pawn,10/1/2024,31,2766,5002,4848
90000000000045,White Queen,Gold Pawn,11/1/2024,30,2787,4913,4841
90000000000045,White Queen,Gold Pawn,12/1/2024,31,2024,3968,3485
90000000000045,White Queen,Gold Pawn,1/1/2025,31,1322,3139,2256
90000000000045,White Queen,Gold Pawn,2/1/2025,28,1556,3070,2632
90000000000045,White Queen,Gold Pawn,3/1/2025,31,2334,3990,3913
90000000000045,White Queen,Gold Pawn,4/1/2025,30,2258,4303,3752
90000000000045,White Queen,Gold Pawn,5/1/2025,31,2316,5022,3813
90000000000045,White Queen,Gold Pawn,6/1/2025,30,2304,5057,3760
90000000000045,White Queen,Gold Pawn,7/1/2025,31,2307,4925,3731
90000000000045,White Queen,Gold Pawn,8/1/2025,31,2319,4870,3717
90000000000045,White Queen,Gold Pawn,9/1/2025,30,2162,4650,3434
90000000000045,White Queen,Gold Pawn,10/1/2025,31,2184,3661,3438
90000000000045,White Queen,Gold Pawn,11/1/2025,30,2063,3764,3218
90000000000045,White Queen,Gold Pawn,12/1/2025,31,2547,4674,3938
90000000000045,White Queen,Gold Pawn,1/1/2026,31,2704,4789,4142
90000000000045,White Queen,Gold Pawn,2/1/2026,28,2213,4228,3362
90000000000045,White Queen,Gold Pawn,3/1/2026,31,1988,4106,2993
90000000000004,Ivory Knight,Gold Pawn,1/1/2020,31,8442,5712,32378
90000000000004,Ivory Knight,Gold Pawn,2/1/2020,29,6255,4209,23805
90000000000004,Ivory Knight,Gold Pawn,3/1/2020,31,7421,4735,28029
90000000000004,Ivory Knight,Gold Pawn,4/1/2020,30,7176,4536,26892
90000000000004,Ivory Knight,Gold Pawn,5/1/2020,31,7068,4847,26284
90000000000004,Ivory Knight,Gold Pawn,6/1/2020,30,6350,4821,23431
90000000000004,Ivory Knight,Gold Pawn,7/1/2020,31,5697,4705,20856
90000000000004,Ivory Knight,Gold Pawn,8/1/2020,31,5392,4709,19586
90000000000004,Ivory Knight,Gold Pawn,9/1/2020,30,4731,4005,17052
90000000000004,Ivory Knight,Gold Pawn,10/1/2020,31,4750,4215,16989
90000000000004,Ivory Knight,Gold Pawn,11/1/2020,30,4274,3912,15167
90000000000004,Ivory Knight,Gold Pawn,12/1/2020,31,4439,4137,15630
90000000000004,Ivory Knight,Gold Pawn,1/1/2021,31,4248,4181,14839
90000000000004,Ivory Knight,Gold Pawn,2/1/2021,28,2692,2593,9335
90000000000004,Ivory Knight,Gold Pawn,3/1/2021,31,4212,4303,14494
90000000000004,Ivory Knight,Gold Pawn,4/1/2021,30,3572,4108,12196
90000000000004,Ivory Knight,Gold Pawn,5/1/2021,31,3614,4231,12243
90000000000004,Ivory Knight,Gold Pawn,6/1/2021,30,3322,3750,11169
90000000000004,Ivory Knight,Gold Pawn,7/1/2021,31,3455,4027,11525
90000000000004,Ivory Knight,Gold Pawn,8/1/2021,31,3337,4330,11044
90000000000004,Ivory Knight,Gold Pawn,9/1/2021,30,2919,3873,9584
90000000000004,Ivory Knight,Gold Pawn,10/1/2021,31,2945,3801,9595
90000000000004,Ivory Knight,Gold Pawn,11/1/2021,30,2823,3567,9126
90000000000004,Ivory Knight,Gold Pawn,12/1/2021,31,2894,3510,9284
90000000000004,Ivory Knight,Gold Pawn,1/1/2022,31,2946,3578,9375
90000000000004,Ivory Knight,Gold Pawn,2/1/2022,28,2635,3382,8325
90000000000004,Ivory Knight,Gold Pawn,3/1/2022,31,2747,3769,8613
90000000000004,Ivory Knight,Gold Pawn,4/1/2022,30,2621,3582,8154
90000000000004,Ivory Knight,Gold Pawn,5/1/2022,31,2251,2875,6949
90000000000004,Ivory Knight,Gold Pawn,6/1/2022,30,2403,3286,7360
90000000000004,Ivory Knight,Gold Pawn,7/1/2022,31,2346,3330,7131
90000000000004,Ivory Knight,Gold Pawn,8/1/2022,31,2353,3528,7096
90000000000004,Ivory Knight,Gold Pawn,9/1/2022,30,2498,3445,7474
90000000000004,Ivory Knight,Gold Pawn,10/1/2022,31,2201,3502,6535
90000000000004,Ivory Knight,Gold Pawn,11/1/2022,30,1332,2188,3924
90000000000004,Ivory Knight,Gold Pawn,12/1/2022,31,3119,2906,9117
90000000000004,Ivory Knight,Gold Pawn,1/1/2023,31,3573,2814,10360
90000000000004,Ivory Knight,Gold Pawn,2/1/2023,28,2833,2677,8154
90000000000004,Ivory Knight,Gold Pawn,3/1/2023,31,3894,3549,11124
90000000000004,Ivory Knight,Gold Pawn,4/1/2023,30,2275,2349,6450
90000000000004,Ivory Knight,Gold Pawn,5/1/2023,31,2585,3018,7269
90000000000004,Ivory Knight,Gold Pawn,6/1/2023,30,673,1029,1879
90000000000004,Ivory Knight,Gold Pawn,7/1/2023,31,2392,2919,6623
90000000000004,Ivory Knight,Gold Pawn,8/1/2023,31,1919,2356,5273
90000000000004,Ivory Knight,Gold Pawn,9/1/2023,30,1951,2898,5318
90000000000004,Ivory Knight,Gold Pawn,10/1/2023,31,1533,2570,4147
90000000000004,Ivory Knight,Gold Pawn,11/1/2023,30,1730,2652,4643
90000000000004,Ivory Knight,Gold Pawn,12/1/2023,31,1776,2536,4731
90000000000004,Ivory Knight,Gold Pawn,1/1/2024,31,1769,2862,4674
90000000000004,Ivory Knight,Gold Pawn,2/1/2024,29,1485,2242,3895
90000000000004,Ivory Knight,Gold Pawn,3/1/2024,31,961,1681,2500
90000000000004,Ivory Knight,Gold Pawn,4/1/2024,30,1571,2099,4057
90000000000004,Ivory Knight,Gold Pawn,5/1/2024,31,1756,2214,4500
90000000000004,Ivory Knight,Gold Pawn,6/1/2024,30,1608,2422,4087
90000000000004,Ivory Knight,Gold Pawn,7/1/2024,31,1844,2724,4651
90000000000004,Ivory Knight,Gold Pawn,8/1/2024,31,1741,1563,4356
90000000000004,Ivory Knight,Gold Pawn,9/1/2024,30,1689,3060,4194
90000000000004,Ivory Knight,Gold Pawn,10/1/2024,31,1906,3680,4696
90000000000004,Ivory Knight,Gold Pawn,11/1/2024,30,1903,2773,4653
90000000000004,Ivory Knight,Gold Pawn,12/1/2024,31,1914,3109,4644
90000000000004,Ivory Knight,Gold Pawn,1/1/2025,31,1886,3883,4540
90000000000004,Ivory Knight,Gold Pawn,2/1/2025,28,1203,3320,2873
90000000000004,Ivory Knight,Gold Pawn,3/1/2025,31,1469,3930,3484
90000000000004,Ivory Knight,Gold Pawn,4/1/2025,30,1728,4723,4065
90000000000004,Ivory Knight,Gold Pawn,5/1/2025,31,1670,5285,3899
90000000000004,Ivory Knight,Gold Pawn,6/1/2025,30,1434,4681,3321
90000000000004,Ivory Knight,Gold Pawn,7/1/2025,31,1248,3919,2869
90000000000004,Ivory Knight,Gold Pawn,8/1/2025,31,1213,3436,2766
90000000000004,Ivory Knight,Gold Pawn,9/1/2025,30,1551,4851,3510
90000000000004,Ivory Knight,Gold Pawn,10/1/2025,31,1556,5100,3494
90000000000004,Ivory Knight,Gold Pawn,11/1/2025,30,1265,4067,2817
90000000000004,Ivory Knight,Gold Pawn,12/1/2025,31,1574,5247,3479
90000000000004,Ivory Knight,Gold Pawn,1/1/2026,31,1461,5096,3205
90000000000004,Ivory Knight,Gold Pawn,2/1/2026,28,1263,4687,2749
90000000000004,Ivory Knight,Gold Pawn,3/1/2026,31,1294,5456,2795
90000000000038,Yellow Rook,Slate King,2/1/2026,28,21402,125095,0
90000000000038,Yellow Rook,Slate King,3/1/2026,31,34977,205966,0
90000000000012,Coral Bishop,Gold Pawn,9/1/2020,30,10028,8100,23053
90000000000012,Coral Bishop,Gold Pawn,10/1/2020,31,24231,22430,57897
90000000000012,Coral Bishop,Gold Pawn,11/1/2020,30,18518,18713,42889
90000000000012,Coral Bishop,Gold Pawn,12/1/2020,31,15474,16002,36071
90000000000012,Coral Bishop,Gold Pawn,1/1/2021,31,14881,15635,34915
90000000000012,Coral Bishop,Gold Pawn,2/1/2021,28,9212,8594,21751
90000000000012,Coral Bishop,Gold Pawn,3/1/2021,31,10245,11663,24340
90000000000012,Coral Bishop,Gold Pawn,4/1/2021,30,11582,11063,27694
90000000000012,Coral Bishop,Gold Pawn,5/1/2021,31,10703,10293,25759
90000000000012,Coral Bishop,Gold Pawn,6/1/2021,30,9634,9713,23336
90000000000012,Coral Bishop,Gold Pawn,7/1/2021,31,9143,10531,22291
90000000000012,Coral Bishop,Gold Pawn,8/1/2021,31,6494,6546,15936
90000000000012,Coral Bishop,Gold Pawn,9/1/2021,30,5908,8276,14593
90000000000012,Coral Bishop,Gold Pawn,10/1/2021,31,7105,8452,17661
90000000000012,Coral Bishop,Gold Pawn,11/1/2021,30,9280,12002,23217
90000000000012,Coral Bishop,Gold Pawn,12/1/2021,31,8344,10713,21012
90000000000012,Coral Bishop,Gold Pawn,1/1/2022,31,8373,10923,21222
90000000000012,Coral Bishop,Gold Pawn,2/1/2022,28,7503,8934,19137
90000000000012,Coral Bishop,Gold Pawn,3/1/2022,31,7729,10581,19838
90000000000012,Coral Bishop,Gold Pawn,4/1/2022,30,6338,9234,16373
90000000000012,Coral Bishop,Gold Pawn,5/1/2022,31,7148,10825,18583
90000000000012,Coral Bishop,Gold Pawn,6/1/2022,30,6405,10119,16760
90000000000012,Coral Bishop,Gold Pawn,7/1/2022,31,5747,8972,15136
90000000000012,Coral Bishop,Gold Pawn,8/1/2022,31,5808,7947,15396
90000000000012,Coral Bishop,Gold Pawn,9/1/2022,30,4827,6223,12879
90000000000012,Coral Bishop,Gold Pawn,10/1/2022,31,5161,5672,13859
90000000000012,Coral Bishop,Gold Pawn,11/1/2022,30,4827,6164,13045
90000000000012,Coral Bishop,Gold Pawn,12/1/2022,31,5623,6472,15295
90000000000012,Coral Bishop,Gold Pawn,1/1/2023,31,5422,6013,14846
90000000000012,Coral Bishop,Gold Pawn,2/1/2023,28,5069,5534,13968
90000000000012,Coral Bishop,Gold Pawn,3/1/2023,31,5087,4948,14104
90000000000012,Coral Bishop,Gold Pawn,4/1/2023,30,5073,5431,14155
90000000000012,Coral Bishop,Gold Pawn,5/1/2023,31,5194,5783,14589
90000000000012,Coral Bishop,Gold Pawn,6/1/2023,30,4946,5135,13980
90000000000012,Coral Bishop,Gold Pawn,7/1/2023,31,5058,4877,14390
90000000000012,Coral Bishop,Gold Pawn,8/1/2023,31,4279,6142,12253
90000000000012,Coral Bishop,Gold Pawn,9/1/2023,30,3732,5397,10757
90000000000012,Coral Bishop,Gold Pawn,10/1/2023,31,4199,3448,12181
90000000000012,Coral Bishop,Gold Pawn,11/1/2023,30,3036,2685,8865
90000000000012,Coral Bishop,Gold Pawn,12/1/2023,31,4879,4679,14338
90000000000012,Coral Bishop,Gold Pawn,1/1/2024,31,4548,4473,13452
90000000000012,Coral Bishop,Gold Pawn,2/1/2024,29,4147,4746,12345
90000000000012,Coral Bishop,Gold Pawn,3/1/2024,31,4286,5803,12839
90000000000012,Coral Bishop,Gold Pawn,4/1/2024,30,3283,3097,9898
90000000000012,Coral Bishop,Gold Pawn,5/1/2024,31,2421,3014,7348
90000000000012,Coral Bishop,Gold Pawn,6/1/2024,30,3518,4656,10746
90000000000012,Coral Bishop,Gold Pawn,7/1/2024,31,3757,4585,11549
90000000000012,Coral Bishop,Gold Pawn,8/1/2024,31,3616,5418,11188
90000000000012,Coral Bishop,Gold Pawn,9/1/2024,30,3224,5688,10041
90000000000012,Coral Bishop,Gold Pawn,10/1/2024,31,3858,4503,12094
90000000000012,Coral Bishop,Gold Pawn,11/1/2024,30,4053,4152,12788
90000000000012,Coral Bishop,Gold Pawn,12/1/2024,31,3819,6271,12126
90000000000012,Coral Bishop,Gold Pawn,1/1/2025,31,3728,6707,11915
90000000000012,Coral Bishop,Gold Pawn,2/1/2025,28,2420,3088,7785
90000000000012,Coral Bishop,Gold Pawn,3/1/2025,31,2595,1336,8398
90000000000012,Coral Bishop,Gold Pawn,4/1/2025,30,3082,81,10040
90000000000012,Coral Bishop,Gold Pawn,5/1/2025,31,2799,7304,9175
90000000000012,Coral Bishop,Gold Pawn,6/1/2025,30,2148,3022,7086
90000000000012,Coral Bishop,Gold Pawn,7/1/2025,31,1859,2946,6175
90000000000012,Coral Bishop,Gold Pawn,8/1/2025,31,4018,5296,13432
90000000000012,Coral Bishop,Gold Pawn,9/1/2025,30,3298,3926,11097
90000000000012,Coral Bishop,Gold Pawn,10/1/2025,31,3209,4277,10865
90000000000012,Coral Bishop,Gold Pawn,11/1/2025,30,2880,5429,9815
90000000000012,Coral Bishop,Gold Pawn,12/1/2025,31,2766,5989,9489
90000000000012,Coral Bishop,Gold Pawn,1/1/2026,31,3595,5085,12413
90000000000012,Coral Bishop,Gold Pawn,2/1/2026,28,3335,5281,11588
90000000000012,Coral Bishop,Gold Pawn,3/1/2026,31,3359,5717,11744
90000000000036,Bronze Pawn,Slate King,1/1/2020,31,9380,26867,84879
90000000000036,Bronze Pawn,Slate King,2/1/2020,29,19366,65278,177208
90000000000036,Bronze Pawn,Slate King,3/1/2020,31,15014,50287,136801
90000000000036,Bronze Pawn,Slate King,4/1/2020,30,12932,47482,117227
90000000000036,Bronze Pawn,Slate King,5/1/2020,31,9374,34873,84539
90000000000036,Bronze Pawn,Slate King,6/1/2020,30,10508,38100,94280
90000000000036,Bronze Pawn,Slate King,7/1/2020,31,9453,35388,84380
90000000000036,Bronze Pawn,Slate King,8/1/2020,31,8908,38504,79101
90000000000036,Bronze Pawn,Slate King,9/1/2020,30,8233,33962,72733
90000000000036,Bronze Pawn,Slate King,10/1/2020,31,8112,33996,71296
90000000000036,Bronze Pawn,Slate King,11/1/2020,30,7525,34356,65798
90000000000036,Bronze Pawn,Slate King,12/1/2020,31,7640,31606,66462
90000000000036,Bronze Pawn,Slate King,1/1/2021,31,7651,30486,66211
90000000000036,Bronze Pawn,Slate King,2/1/2021,28,4363,13176,37570
90000000000036,Bronze Pawn,Slate King,3/1/2021,31,5803,29354,49722
90000000000036,Bronze Pawn,Slate King,4/1/2021,30,5594,29926,47686
90000000000036,Bronze Pawn,Slate King,5/1/2021,31,5410,29030,45881
90000000000036,Bronze Pawn,Slate King,6/1/2021,30,5234,27179,44161
90000000000036,Bronze Pawn,Slate King,7/1/2021,31,5328,27974,44724
90000000000036,Bronze Pawn,Slate King,8/1/2021,31,1097,7354,9160
90000000000036,Bronze Pawn,Slate King,9/1/2021,30,2970,13229,24673
90000000000036,Bronze Pawn,Slate King,10/1/2021,31,4044,14506,33424
90000000000036,Bronze Pawn,Slate King,11/1/2021,30,1528,0,12564
90000000000036,Bronze Pawn,Slate King,12/1/2021,31,1661,9670,13588
90000000000036,Bronze Pawn,Slate King,1/1/2022,31,2123,9372,17277
90000000000036,Bronze Pawn,Slate King,2/1/2022,28,1785,9192,14454
90000000000036,Bronze Pawn,Slate King,3/1/2022,31,2208,10708,17791
90000000000036,Bronze Pawn,Slate King,4/1/2022,30,2103,10742,16858
90000000000036,Bronze Pawn,Slate King,5/1/2022,31,2113,12396,16851
90000000000036,Bronze Pawn,Slate King,6/1/2022,30,1826,11397,14488
90000000000036,Bronze Pawn,Slate King,7/1/2022,31,2054,13382,16213
90000000000036,Bronze Pawn,Slate King,8/1/2022,31,2024,13975,15893
90000000000036,Bronze Pawn,Slate King,9/1/2022,30,1790,13116,13984
90000000000036,Bronze Pawn,Slate King,10/1/2022,31,2212,14174,17192
90000000000036,Bronze Pawn,Slate King,11/1/2022,30,1901,12471,14699
90000000000036,Bronze Pawn,Slate King,12/1/2022,31,1822,14887,14016
90000000000036,Bronze Pawn,Slate King,1/1/2023,31,1942,19168,14862
90000000000036,Bronze Pawn,Slate King,2/1/2023,28,1715,14348,13059
90000000000036,Bronze Pawn,Slate King,3/1/2023,31,2065,18301,15647
90000000000036,Bronze Pawn,Slate King,4/1/2023,30,1928,15616,14534
90000000000036,Bronze Pawn,Slate King,5/1/2023,31,1804,14645,13529
90000000000036,Bronze Pawn,Slate King,6/1/2023,30,1708,13619,12744
90000000000036,Bronze Pawn,Slate King,7/1/2023,31,1761,13704,13072
90000000000036,Bronze Pawn,Slate King,8/1/2023,31,1555,12177,11483
90000000000036,Bronze Pawn,Slate King,9/1/2023,30,1674,12388,12298
90000000000036,Bronze Pawn,Slate King,10/1/2023,31,1490,11110,10890
90000000000036,Bronze Pawn,Slate King,11/1/2023,30,1643,13638,11947
90000000000036,Bronze Pawn,Slate King,12/1/2023,31,1588,12762,11488
90000000000036,Bronze Pawn,Slate King,1/1/2024,31,1691,10942,12169
90000000000036,Bronze Pawn,Slate King,2/1/2024,29,1679,9074,12022
90000000000036,Bronze Pawn,Slate King,3/1/2024,31,1758,9204,12524
90000000000036,Bronze Pawn,Slate King,4/1/2024,30,1621,8005,11489
90000000000036,Bronze Pawn,Slate King,5/1/2024,31,1706,7796,12030
90000000000036,Bronze Pawn,Slate King,6/1/2024,30,1673,13320,11736
90000000000036,Bronze Pawn,Slate King,7/1/2024,31,1801,13652,12570
90000000000036,Bronze Pawn,Slate King,8/1/2024,31,1363,14039,9463
90000000000036,Bronze Pawn,Slate King,9/1/2024,30,1864,11009,12875
90000000000036,Bronze Pawn,Slate King,10/1/2024,31,1410,9481,9689
90000000000036,Bronze Pawn,Slate King,11/1/2024,30,1464,9569,10009
90000000000036,Bronze Pawn,Slate King,12/1/2024,31,1400,11913,9522
90000000000036,Bronze Pawn,Slate King,1/1/2025,31,1335,7639,9033
90000000000036,Bronze Pawn,Slate King,2/1/2025,28,1021,11271,6874
90000000000036,Bronze Pawn,Slate King,3/1/2025,31,1467,9025,9828
90000000000036,Bronze Pawn,Slate King,4/1/2025,30,1366,9512,9104
90000000000036,Bronze Pawn,Slate King,5/1/2025,31,1355,10761,8985
90000000000036,Bronze Pawn,Slate King,6/1/2025,30,1278,10097,8431
90000000000036,Bronze Pawn,Slate King,7/1/2025,31,1500,10315,9845
90000000000036,Bronze Pawn,Slate King,8/1/2025,31,1476,11140,9637
90000000000036,Bronze Pawn,Slate King,9/1/2025,30,1404,11620,9120
90000000000036,Bronze Pawn,Slate King,10/1/2025,31,1401,9211,9054
90000000000036,Bronze Pawn,Slate King,11/1/2025,30,1294,11203,8319
90000000000036,Bronze Pawn,Slate King,12/1/2025,31,1613,10627,10317
90000000000036,Bronze Pawn,Slate King,1/1/2026,31,1502,10813,9557
90000000000036,Bronze Pawn,Slate King,2/1/2026,28,1262,8924,7990
90000000000036,Bronze Pawn,Slate King,3/1/2026,31,1491,8917,9393
90000000000067,Scarlet King,Slate King,9/1/2021,30,1516,4594,10121
90000000000067,Scarlet King,Slate King,10/1/2021,31,20552,117397,190314
90000000000067,Scarlet King,Slate King,11/1/2021,30,14168,0,99339
90000000000067,Scarlet King,Slate King,12/1/2021,31,9798,64548,69718
90000000000067,Scarlet King,Slate King,1/1/2022,31,11136,79857,80435
90000000000067,Scarlet King,Slate King,2/1/2022,28,10745,57574,78726
90000000000067,Scarlet King,Slate King,3/1/2022,31,9653,67423,71740
90000000000067,Scarlet King,Slate King,4/1/2022,30,7240,58107,54606
90000000000067,Scarlet King,Slate King,5/1/2022,31,6912,56582,52906
90000000000067,Scarlet King,Slate King,6/1/2022,30,5818,47492,45193
90000000000067,Scarlet King,Slate King,7/1/2022,31,5709,46697,45005
90000000000067,Scarlet King,Slate King,8/1/2022,31,5628,46729,45036
90000000000067,Scarlet King,Slate King,9/1/2022,30,5138,44804,41725
90000000000067,Scarlet King,Slate King,10/1/2022,31,4921,44776,40557
90000000000067,Scarlet King,Slate King,11/1/2022,30,4875,36436,40774
90000000000067,Scarlet King,Slate King,12/1/2022,31,5191,38803,44062
90000000000067,Scarlet King,Slate King,1/1/2023,31,5810,44140,50060
90000000000067,Scarlet King,Slate King,2/1/2023,28,4895,37377,42782
90000000000067,Scarlet King,Slate King,3/1/2023,31,5854,43742,51898
90000000000067,Scarlet King,Slate King,4/1/2023,30,5010,39450,45075
90000000000067,Scarlet King,Slate King,5/1/2023,31,4891,38091,44658
90000000000067,Scarlet King,Slate King,6/1/2023,30,4196,30226,38881
90000000000067,Scarlet King,Slate King,7/1/2023,31,4694,35440,44141
90000000000067,Scarlet King,Slate King,8/1/2023,31,5142,40643,49084
90000000000067,Scarlet King,Slate King,9/1/2023,30,4381,36639,42440
90000000000067,Scarlet King,Slate King,10/1/2023,31,3763,35089,36995
90000000000067,Scarlet King,Slate King,11/1/2023,30,3820,31301,38113
90000000000067,Scarlet King,Slate King,12/1/2023,31,4621,40893,46789
90000000000067,Scarlet King,Slate King,1/1/2024,31,4443,34691,45666
90000000000067,Scarlet King,Slate King,2/1/2024,29,3456,24739,36040
90000000000067,Scarlet King,Slate King,3/1/2024,31,3753,29266,39708
90000000000067,Scarlet King,Slate King,4/1/2024,30,3509,27158,37678
90000000000067,Scarlet King,Slate King,5/1/2024,31,3834,30823,41779
90000000000067,Scarlet King,Slate King,6/1/2024,30,3600,28931,39812
90000000000067,Scarlet King,Slate King,7/1/2024,31,3574,28787,40111
90000000000067,Scarlet King,Slate King,8/1/2024,31,3072,24754,34997
90000000000067,Scarlet King,Slate King,9/1/2024,30,3493,25434,40384
90000000000067,Scarlet King,Slate King,10/1/2024,31,3547,27109,41617
90000000000067,Scarlet King,Slate King,11/1/2024,30,3388,25978,40342
90000000000067,Scarlet King,Slate King,12/1/2024,31,3288,24680,39733
90000000000067,Scarlet King,Slate King,1/1/2025,31,3524,24578,43227
90000000000067,Scarlet King,Slate King,2/1/2025,28,2563,20706,31891
90000000000067,Scarlet King,Slate King,3/1/2025,31,2891,21124,36488
90000000000067,Scarlet King,Slate King,4/1/2025,30,2962,23020,37939
90000000000067,Scarlet King,Slate King,5/1/2025,31,2822,21304,36683
90000000000067,Scarlet King,Slate King,6/1/2025,30,2597,21965,34259
90000000000067,Scarlet King,Slate King,7/1/2025,31,1821,39899,24379
90000000000067,Scarlet King,Slate King,8/1/2025,31,1929,16439,26215
90000000000067,Scarlet King,Slate King,9/1/2025,30,2373,20598,32727
90000000000067,Scarlet King,Slate King,10/1/2025,31,1952,14167,27321
90000000000067,Scarlet King,Slate King,11/1/2025,30,2154,17628,30596
90000000000067,Scarlet King,Slate King,12/1/2025,31,6,47,86
90000000000067,Scarlet King,Slate King,1/1/2026,31,1138,5593,16652
90000000000067,Scarlet King,Slate King,2/1/2026,28,3704,14397,54977
90000000000067,Scarlet King,Slate King,3/1/2026,31,1725,18179,25971
90000000000060,Crimson Rook,Crimson Knight,3/1/2025,31,1021,1825,8876
90000000000060,Crimson Rook,Crimson Knight,4/1/2025,30,23399,45578,188053
90000000000060,Crimson Rook,Crimson Knight,5/1/2025,31,23653,45635,188243
90000000000060,Crimson Rook,Crimson Knight,6/1/2025,30,17349,38378,149618
90000000000060,Crimson Rook,Crimson Knight,7/1/2025,31,12889,30056,110710
90000000000060,Crimson Rook,Crimson Knight,8/1/2025,31,14197,34075,121446
90000000000060,Crimson Rook,Crimson Knight,9/1/2025,30,12933,32905,110194
90000000000060,Crimson Rook,Crimson Knight,10/1/2025,31,11527,30501,97822
90000000000060,Crimson Rook,Crimson Knight,11/1/2025,30,10872,30039,91888
90000000000060,Crimson Rook,Crimson Knight,12/1/2025,31,10183,29534,85722
90000000000060,Crimson Rook,Crimson Knight,1/1/2026,31,9556,29804,80118
90000000000060,Crimson Rook,Crimson Knight,2/1/2026,28,8287,26223,69206
90000000000060,Crimson Rook,Crimson Knight,3/1/2026,31,6846,24621,56952
90000000000068,Maroon Knight,Crimson Knight,12/1/2023,31,23167,101502,88671
90000000000068,Maroon Knight,Crimson Knight,1/1/2024,31,49241,205000,160546
90000000000068,Maroon Knight,Crimson Knight,2/1/2024,29,40156,155377,126312
90000000000068,Maroon Knight,Crimson Knight,3/1/2024,31,31194,115269,94669
90000000000068,Maroon Knight,Crimson Knight,4/1/2024,30,27877,103446,81573
90000000000068,Maroon Knight,Crimson Knight,5/1/2024,31,25915,96790,73119
90000000000068,Maroon Knight,Crimson Knight,6/1/2024,30,19458,71352,52935
90000000000068,Maroon Knight,Crimson Knight,7/1/2024,31,19154,72549,50243
90000000000068,Maroon Knight,Crimson Knight,8/1/2024,31,14991,51659,37893
90000000000068,Maroon Knight,Crimson Knight,9/1/2024,30,29265,110051,71325
90000000000068,Maroon Knight,Crimson Knight,10/1/2024,31,27059,102281,63589
90000000000068,Maroon Knight,Crimson Knight,11/1/2024,30,22377,89610,50704
90000000000068,Maroon Knight,Crimson Knight,12/1/2024,31,20901,78744,45665
90000000000068,Maroon Knight,Crimson Knight,1/1/2025,31,19978,79948,42061
90000000000068,Maroon Knight,Crimson Knight,2/1/2025,28,16871,87517,34288
90000000000068,Maroon Knight,Crimson Knight,3/1/2025,31,17735,74011,34797
90000000000068,Maroon Knight,Crimson Knight,4/1/2025,30,15696,66448,29693
90000000000068,Maroon Knight,Crimson Knight,5/1/2025,31,16296,68376,29726
90000000000068,Maroon Knight,Crimson Knight,6/1/2025,30,15541,65794,27333
90000000000068,Maroon Knight,Crimson Knight,7/1/2025,31,14914,62929,25292
90000000000068,Maroon Knight,Crimson Knight,8/1/2025,31,14369,61216,23482
90000000000068,Maroon Knight,Crimson Knight,9/1/2025,30,14020,57874,22091
90000000000068,Maroon Knight,Crimson Knight,10/1/2025,31,14205,59964,21582
90000000000068,Maroon Knight,Crimson Knight,11/1/2025,30,13039,55531,19101
90000000000068,Maroon Knight,Crimson Knight,12/1/2025,31,11127,50379,15717
90000000000068,Maroon Knight,Crimson Knight,1/1/2026,31,14005,58625,19063
90000000000068,Maroon Knight,Crimson Knight,2/1/2026,28,12467,53078,16381
90000000000068,Maroon Knight,Crimson Knight,3/1/2026,31,13119,58739,16641
90000000000046,Ivory King,Crimson Knight,5/1/2024,31,14660,23167,35237
90000000000046,Ivory King,Crimson Knight,6/1/2024,30,22032,37918,52483
90000000000046,Ivory King,Crimson Knight,7/1/2024,31,15356,29121,36137
90000000000046,Ivory King,Crimson Knight,8/1/2024,31,16534,30929,38432
90000000000046,Ivory King,Crimson Knight,9/1/2024,30,12692,23736,29145
90000000000046,Ivory King,Crimson Knight,10/1/2024,31,13432,26267,30470
90000000000046,Ivory King,Crimson Knight,11/1/2024,30,11517,23288,25810
90000000000046,Ivory King,Crimson Knight,12/1/2024,31,10497,20720,23240
90000000000046,Ivory King,Crimson Knight,1/1/2025,31,9810,20338,21452
90000000000046,Ivory King,Crimson Knight,2/1/2025,28,8023,16740,17339
90000000000046,Ivory King,Crimson Knight,3/1/2025,31,8011,16721,17111
90000000000046,Ivory King,Crimson Knight,4/1/2025,30,7001,14625,14772
90000000000046,Ivory King,Crimson Knight,5/1/2025,31,6865,14292,14310
90000000000046,Ivory King,Crimson Knight,6/1/2025,30,5930,12362,12212
90000000000046,Ivory King,Crimson Knight,7/1/2025,31,5968,12136,12141
90000000000046,Ivory King,Crimson Knight,8/1/2025,31,5655,11105,11362
90000000000046,Ivory King,Crimson Knight,9/1/2025,30,5369,10773,10658
90000000000046,Ivory King,Crimson Knight,10/1/2025,31,3750,7496,7353
90000000000046,Ivory King,Crimson Knight,11/1/2025,30,4262,6897,8257
90000000000046,Ivory King,Crimson Knight,12/1/2025,31,3978,6278,7613
90000000000046,Ivory King,Crimson Knight,1/1/2026,31,4013,6177,7585
90000000000046,Ivory King,Crimson Knight,2/1/2026,28,3449,5280,6442
